customer_id,customer_name,city,state,signup_date
977,Customer_0977,Bhubaneswar,Odisha,2023-12-27
978,Customer_0978,Delhi,Delhi,2023-12-07
979,Customer_0979,Noida,Uttar Pradesh,2025-02-08
980,Customer_0980,Ahmedabad,Gujarat,2025-01-30
981,Customer_0981,Mumbai,Maharashtra,2025-08-26
982,Customer_0982,Bhubaneswar,Odisha,2024-03-24
983,Customer_0983,Mysuru,Karnataka,2025-04-14
984,Customer_0984,Bhubaneswar,Odisha,2023-11-07
985,Customer_0985,Bengaluru,Karnataka,2023-09-19
986,Customer_0986,Mumbai,Maharashtra,2024-02-10
987,Customer_0987,Patna,Bihar,2023-05-23
988,Customer_0988,Delhi,Delhi,2023-12-08
989,Customer_0989,Raipur,Chhattisgarh,2026-01-29
990,Customer_0990,Raipur,Chhattisgarh,2023-09-01
991,Customer_0991,Noida,Uttar Pradesh,2024-05-04
992,Customer_0992,Noida,Uttar Pradesh,2023-01-12
993,Customer_0993,Jaipur,Rajasthan,2024-07-14
994,Customer_0994,Kochi,Kerala,2023-02-11
995,Customer_0995,Noida,Uttar Pradesh,2024-11-08
996,Customer_0996,Nagpur,Maharashtra,2024-08-16
997,Customer_0997,Kochi,Kerala,2026-03-27
998,Customer_0998,Ahmedabad,Gujarat,2023-05-14
999,Customer_0999,Chennai,Tamil Nadu,2025-12-26
1000,Customer_1000,Pune,Maharashtra,2025-10-27
